order_id,tanggal,kategori,kota,unit_terjual,harga_satuan,metode_pembayaran
ORD-1561,2026-07-28T00:00:00.000000000,Elektronik,Yogyakarta,9,100000,Kartu Kredit
ORD-1562,2026-07-05T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,6,250000,E-Wallet
ORD-1563,2026-07-01T00:00:00.000000000,Makanan & Minuman,Semarang,2,250000,Kartu Kredit
ORD-1564,2026-07-08T00:00:00.000000000,Elektronik,Magelang,2,150000,COD
ORD-1565,2026-07-21T00:00:00.000000000,Elektronik,Solo,5,150000,Transfer Bank
ORD-1566,2026-07-28T00:00:00.000000000,Elektronik,Yogyakarta,4,100000,E-Wallet
ORD-1567,2026-07-12T00:00:00.000000000,Makanan & Minuman,Purworejo,2,25000,COD
ORD-1568,2026-07-12T00:00:00.000000000,Elektronik,Yogyakarta,3,250000,Transfer Bank
ORD-1569,2026-07-05T00:00:00.000000000,Elektronik,Solo,7,25000,E-Wallet
ORD-1570,2026-07-07T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,8,25000,COD
ORD-1571,2026-07-04T00:00:00.000000000,Elektronik,Yogyakarta,6,100000,Transfer Bank
ORD-1572,2026-07-06T00:00:00.000000000,Makanan & Minuman,Solo,5,25000,E-Wallet
ORD-1573,2026-07-13T00:00:00.000000000,Elektronik,Yogyakarta,1,250000,COD
ORD-1574,2026-07-20T00:00:00.000000000,Elektronik,Semarang,8,75000,E-Wallet
ORD-1575,2026-07-30T00:00:00.000000000,Elektronik,Semarang,3,150000,Transfer Bank
ORD-1576,2026-07-15T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,6,75000,Transfer Bank
ORD-1577,2026-07-03T00:00:00.000000000,Rumah Tangga,Purworejo,3,25000,E-Wallet
ORD-1578,2026-07-23T00:00:00.000000000,Kesehatan & Kecantikan,Solo,7,75000,Kartu Kredit
ORD-1579,2026-07-08T00:00:00.000000000,Fashion,Semarang,7,250000,Transfer Bank
ORD-1580,2026-07-20T00:00:00.000000000,Makanan & Minuman,Purworejo,9,250000,E-Wallet
ORD-1581,2026-07-16T00:00:00.000000000,Elektronik,Yogyakarta,5,25000,Transfer Bank
ORD-1582,2026-07-13T00:00:00.000000000,Fashion,Purworejo,8,100000,Transfer Bank
ORD-1583,2026-07-18T00:00:00.000000000,Rumah Tangga,Magelang,8,75000,COD
ORD-1584,2026-07-28T00:00:00.000000000,Elektronik,Semarang,1,100000,COD
ORD-1585,2026-07-10T00:00:00.000000000,Elektronik,Yogyakarta,5,100000,Transfer Bank
ORD-1586,2026-07-30T00:00:00.000000000,Elektronik,Solo,3,50000,E-Wallet
ORD-1587,2026-07-19T00:00:00.000000000,Elektronik,Yogyakarta,1,25000,Transfer Bank
ORD-1588,2026-07-17T00:00:00.000000000,Elektronik,Solo,4,150000,E-Wallet
ORD-1589,2026-07-24T00:00:00.000000000,Makanan & Minuman,Yogyakarta,8,250000,COD
ORD-1590,2026-07-31T00:00:00.000000000,Fashion,Purworejo,3,250000,Transfer Bank
ORD-1591,2026-07-19T00:00:00.000000000,Rumah Tangga,Purworejo,2,25000,Transfer Bank
ORD-1592,2026-07-28T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,9,500000,E-Wallet
ORD-1593,2026-07-26T00:00:00.000000000,Fashion,Magelang,5,500000,Kartu Kredit
ORD-1594,2026-07-23T00:00:00.000000000,Fashion,Solo,7,500000,Kartu Kredit
ORD-1595,2026-07-26T00:00:00.000000000,Fashion,Purworejo,2,150000,Transfer Bank
ORD-1596,2026-07-05T00:00:00.000000000,Makanan & Minuman,Magelang,9,250000,COD
ORD-1597,2026-07-26T00:00:00.000000000,Fashion,Solo,9,25000,E-Wallet
ORD-1598,2026-07-21T00:00:00.000000000,Makanan & Minuman,Yogyakarta,4,250000,E-Wallet
ORD-1599,2026-07-30T00:00:00.000000000,Fashion,Magelang,4,100000,COD
